web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,price
"1700701795-1451","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Megatron (Gamer Edition)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/megatron-gamer-edition-6728.php","Transformers Studio Series Megatron (Gamer Edition)","Transformers Studio Series Megatron (Gamer Edition) 
Megatron launches a full attack on the space station, guarded by Starscream and his army.



Convert the action figure from robot to Cybertronian tank mode in 21 steps and pose the Megatron toy in the included Secure the Station removable backdrop scene.","/transformers/images/thumbs/megatron-gamer-edition-6728.jpg","C$41.14"
"1700701797-1452","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Optimum Prime (Gamer Edition)","https://www.actionfigure411.com/transformers/studio-series/voyager-class/optimum-prime-gamer-edition-5996.php","Transformers Studio Series Optimum Prime (Gamer Edition)","Transformers Studio Series Optimum Prime (Gamer Edition) 
Optimus Prime enacts a plan to be captured by the Decepticons in an effort to save Zeta Prime. Convert the action figure from robot to Cybertronian truck mode in 22 steps and pose the Optimus Prime toy in the included Kaon Prison Break removable backdrop scene.



Includes figure, 5 accessories, removable backdrop, and instructions","/transformers/images/thumbs/optimum-prime-gamer-edition-5996.jpg","C$56.99"
"1700701800-1453","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Wheeljack (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/wheeljack-rise-of-the-beasts-7489.php","Transformers Studio Series Wheeljack (Rise of the Beasts)","Transformers Studio Series Wheeljack (Rise of the Beasts) 
Wheeljack (Rise of the Beasts) Transformers toy features classic conversion between robot and licensed Volkswagen Type 2 microbus modes in 28 steps. Removable backdrop displays the Transformers Studio Series Wheeljack figure in the Cliffside Chase scene.","/transformers/images/thumbs/wheeljack-rise-of-the-beasts-7489.jpg","null"
"1700701802-1454","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Predacon Scorponok (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/predacon-scorponok-rise-of-the-beasts-7486.php","Transformers Studio Series Predacon Scorponok (Rise of the Beasts)","Transformers Studio Series Predacon Scorponok (Rise of the Beasts) 
Predacon Scorponok (Rise of the Beasts) Transformers figure comes with a scorpion tail accessory that attaches in both modes. Removable backdrop displays the Transformers Studio Series Predacon Scorponok figure in the Rainforest Fight scene.","/transformers/images/thumbs/predacon-scorponok-rise-of-the-beasts-7486.jpg","null"
"1700701804-1455","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Mirage (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/mirage-rise-of-the-beasts-6847.php","Transformers Studio Series Mirage (Rise of the Beasts)","Transformers Studio Series Mirage (Rise of the Beasts) 
Transformers: Rise of the Beasts! Mirage and Noah speed through the streets of New York City to outrun the police.



Convert the action figure from robot to Porsche 911 Carrera mode in 25 steps and pose the Autobot Mirage toy in the included New York City Getaway removable backdrop scene.



Includes figure, accessory, removable backdrop, and instructions.","/transformers/images/thumbs/mirage-rise-of-the-beasts-6847.jpg","C$63.12"
"1700701806-1456","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Nightbird (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/nightbird-rise-of-the-beasts-7182.php","Transformers Studio Series Nightbird (Rise of the Beasts)","Transformers Studio Series Nightbird (Rise of the Beasts) 
Transformers Studio Series Deluxe Class 104 Nightbird action figure, inspired by Transformers: Rise of the Beasts! Nightbird and the Terrorcons fight back the Autobots to steal the Transwarp Key. 


Convert the action figure from robot to Nissan Skyline GTR R33 mode in 21 steps and pose the Nightbird toy in the included Attack at the Museum removable backdrop scene.","/transformers/images/thumbs/nightbird-rise-of-the-beasts-7182.jpg","C$44.38"
"1700701808-1457","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-7119.php","Transformers Studio Series Bumblebee (Deluxe Class)","Transformers Studio Series Bumblebee (Deluxe Class) 
Convert the action figure Bumblebee from robot to Chevrolet Camaro mode in 23 steps and pose the Bumblebee toy in the included Volcano Showdown removable backdrop scene.



Transformers figure comes with Stinger Blaster and arm blade accessories that attach to the Bumblebee figure in both modes.","/transformers/images/thumbs/bumblebee-7119.jpg","C$43.77"
"1700701810-1458","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Airazor","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/airazor-5679.php","Transformers Studio Series Airazor","Transformers Studio Series Airazor 
Airazor leads the Autobots to the Maximal lair. Transformers Studio Series toys are collectible action figures for 8 year old boys and girls that feature movie-inspired details and accessories. Convert the action figure from robot to peregrine falcon mode in 23 steps and pose the Airazor toy in the included Peruvian Jungle Discovery removable backdrop scene. 


Includes figure, 2 accessories, removable backdrop, and instructions.","/transformers/images/thumbs/airazor-5679.jpg","C$38.74"
"1700701813-1459","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Hot Rod","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/hot-rod-4836.php","Transformers Studio Series Hot Rod","Transformers Studio Series Hot Rod 
This Studio Series 93 Deluxe Class Transformers: The Last Knight-inspired Autobot Hot Rod figure converts from robot to a licensed Lamborghini Centenario mode in 26 steps. Remove backdrop to showcase Autobot Hot Rod in the London Escape scene. In the London Escape scene from Transformers: The Last Knight, Hot Rod diverts the authorities as Bumblebee races to the Royal Navy Submarine Museum. Pose the figure out with the included blaster accessory and imagine re-creating this classic movie moment!



Includes: figure, accessory, removable backdrop, and instructions.","/transformers/images/thumbs/hot-rod-4836.jpg","C$51.04"
"1700701815-1460","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Crosshairs","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/crosshairs-4837.php","Transformers Studio Series Crosshairs","Transformers Studio Series Crosshairs 
This Studio Series 92 Deluxe Class Transformers: The Last Knight -inspired Crosshairs figure converts from robot to a licensed Corvette Stingray mode in 26 steps. Remove backdrop to showcase Crosshairs in the Bowling Alley Quest scene. In the Bowling Alley Quest scene from Transformers: The Last Knight, Crosshairs learns a lesson in manners when Cogman warns him not to kill the messenger. Pose the figure out with the 2 included blaster accessories and imagine re-creating this classic movie moment!



Includes: figure, 2 accessories, removable backdrop, and instructions.","/transformers/images/thumbs/crosshairs-4837.jpg","C$41.99"
"1700701817-1461","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Sideways","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/sideways-4257.php","Transformers Studio Series Sideways","Transformers Studio Series Sideways 
This Studio Series 88 Deluxe Class Transformers: Revenge of the Fallen-inspired Sideways figure converts from robot to sports car mode in 20 steps. Remove backdrop to showcase Sideways in the Shanghai Pursuit scene. In the Shanghai Pursuit scene from Transformers: Revenge of the Fallen, Sideways attempts a speedy escape through the Shanghai streets before being sliced in half by Sideswipe. Pose the figure out with the included blaster accessory and imagine re-creating this classic movie moment!","/transformers/images/thumbs/sideways-4257.jpg","C$42.95"
"1700701819-1462","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblee","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblee-4255.php","Transformers Studio Series Bumblee","Transformers Studio Series Bumblee 
This Studio Series 87 Deluxe Class Transformers: Dark of the Moon -inspired Bumblebee figure converts from robot to licensed Camaro mode in 39 steps. Remove backdrop to showcase Bumblebee in the Battle of Chicago scene. In the Battle of Chicago scene from Transformers: Dark of the Moon, a well-timed distraction allows Bumblebee to escape execution at the hands of Soundwave. Pose the figure out with the included blaster accessory and imagine re-creating this classic movie moment!","/transformers/images/thumbs/bumblee-4255.jpg","null"
"1700701821-1463","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Brawn (86-22)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/brawn-86-22-6730.php","Transformers Studio Series Brawn (86-22)","Transformers Studio Series Brawn (86-22) 
In an effort to protect the crew, Brawn is the first to act when Decepticons attack the Autobot shuttle. 


Convert the action figure from robot to off-road vehicle mode in 23 steps and pose the Brawn toy in the included Decepticon Shuttle Ambush removable backdrop scene.","/transformers/images/thumbs/brawn-86-22-6730.jpg","C$40.73"
"1700701823-1464","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Arcee (86-16)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/arcee-86-16-4256.php","Transformers Studio Series Arcee (86-16)","Transformers Studio Series Arcee (86-16) 
This Studio Series 86-16 Deluxe Class Transformers: The Movie-inspired Arcee figure converts from robot to Cybertronian car mode in 18 steps. Remove backdrop to showcase Arcee toy in the Battle of Autobot City scene. In the Battle of Autobot City scene from The Transformers: The Movie, Arcee converts Autobot City when the Decepticons launch their attack. Pose the figure out with the included blaster accessory and imagine re-creating this classic movie moment!","/transformers/images/thumbs/arcee-86-16-4256.jpg","C$30.12"
"1700701826-1465","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Perceptor (86-11)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/perceptor-86-11-3528.php","Transformers Studio Series Perceptor (86-11)","Transformers Studio Series Perceptor (86-11) 
This Studio Series 86-11 Deluxe Class Transformers: The Movie-inspired Perceptor figure converts from robot to microscope mode in 20 steps. Remove backdrop to showcase Perceptor in the Battle of Autobot City scene. In the Battle of Autobot City scene from The Transformers: The Movie, Perceptor observes a fleet of incoming enemies. His cursory evaluation of Decepticon capability indicates a distinct tactical deficiency—or in other words: the Autobots are outnumbered! Pose the figure out with the included blaster accessory and imagine recreating this classic movie moment!","/transformers/images/thumbs/perceptor-86-11-3528.jpg","C$42.03"
"1700701828-1466","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Gnaw (86-08)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/gnaw-86-08-3526.php","Transformers Studio Series Gnaw (86-08)","Transformers Studio Series Gnaw (86-08) 
In the Mockery of Justice Scene from The Transformers: The Movie, Gnaw and the Sharkticons lurk beneath the Quintesson Courtroom, ready to carry out the sentence of any bot unlucky enough to fall victim to Quintesson justice.



This Studio Series 86-08 Deluxe Class The Transformers: The Movie-inspired Gnaw figure converts from robot to Sharkticon mode in 17 steps. Remove backdrop to showcase Gnaw in the Mockery of Justice scene.","/transformers/images/thumbs/gnaw-86-08-3526.jpg","C$36.37"
"1700701830-1467","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Kup (86-02)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/kup-86-02-3520.php","Transformers Studio Series Kup (86-02)","Transformers Studio Series Kup (86-02) 
In the Sea Squid Showdown scene from The Transformers: The Movie, Kup fights for his spark as a giant robot squid tears him apart. Figure can comes apart in pieces; imagine recreating this classic movie moment! Also comes with blaster and Energon canteen accessories.



This Studio Series 86-02 Deluxe Class The Transformers: The Movie-inspired Kup figure converts from robot to Cybertronian truck mode in 21 steps. Remove backdrop to showcase Kup in the Sea Squid Showdown scene.","/transformers/images/thumbs/kup-86-02-3520.jpg","C$24.10"
"1700701832-1468","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Jazz (86-01)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/jazz-86-01-3519.php","Transformers Studio Series Jazz (86-01)","Transformers Studio Series Jazz (86-01) 
In the Moonbase One Destruction scene from The Transformers: The Movie, Autobot Jazz tries to escape Moonbase One before Unicron devours it, but he doesn't make it and is swallowed up by the Planet Eater.



This Studio Series 86-01 Deluxe Class The Transformers: The Movie-inspired Autobot Jazz figure converts from robot to racecar mode in 20 steps. Remove backdrop to showcase Autobot Jazz in the Moonbase One Destruction scene.","/transformers/images/thumbs/jazz-86-01-3519.jpg","C$47.43"
"1700701834-1469","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Blurr (86-03)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/blurr-86-03-3521.php","Transformers Studio Series Blurr (86-03)","Transformers Studio Series Blurr (86-03) 
Blurr in the Battle of Autobot City scene. In the Battle of Autobot City scene from The Transformers: The Movie, Blurr defends Autobot City from the Decepticon assault until Autobot reinforcements arrive from Cybertron.



This Studio Series 86-03 Deluxe Class The Transformers: The Movie-inspired Blurr figure converts from robot to Cybertronian hovercar mode in 18 steps. Remove backdrop to showcase","/transformers/images/thumbs/blurr-86-03-3521.jpg","C$23.76"
"1700701837-1470","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Arcee","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/arcee-4064.php","Transformers Studio Series Arcee","Transformers Studio Series Arcee 
This Studio Series 85 Deluxe Class Transformers: Bumblebee-inspired Arcee figure converts from robot to Cybertronian motorcycle mode in 23 steps. Comes with 2 blaster accessories that attach in both modes. Remove backdrop to showcase Arcee toy in the Cybertron Falls scene. In the Cybertron Falls scene from Transformers: Bumblebee, Arcee loses contact with the capitol as the Autobots are overwhelmed by Decepticon forces.","/transformers/images/thumbs/arcee-4064.jpg","C$31.93"
"1700701839-1471","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ironhide","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/ironhide-4065.php","Transformers Studio Series Ironhide","Transformers Studio Series Ironhide 
This Studio Series 84 Deluxe Class Transformers: Bumblebee-inspired Ironhide figure converts from robot to a Cybertronian tank mode in 22 steps. Remove backdrop to showcase Ironhide in the Cybertron Falls scene. In the Cybertron Falls scene from Transformers: Bumblebee, Ironhide and the Autobots take on the Decepticons in a final stand.","/transformers/images/thumbs/ironhide-4065.jpg","C$34.02"
"1700701841-1472","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ratchet","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/ratchet-3724.php","Transformers Studio Series Ratchet (Deluxe Class)","Transformers Studio Series Ratchet (Deluxe Class) 
Ratchet features the classic conversion between robot and Cybertronian medical vehicle modes in 22 steps. Perfect for fans looking for a more advanced converting figure.","/transformers/images/thumbs/ratchet-3724.jpg","C$37.41"
"1700701843-1473","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Wheeljack","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/wheeljack-3725.php","Transformers Studio Series Wheeljack","Transformers Studio Series Wheeljack 
Wheeljack features the classic conversion between robot and Cybertronian racecar modes in 31 steps. Perfect for fans looking for a more advanced converting figure.","/transformers/images/thumbs/wheeljack-3725.jpg","C$38.15"
"1700701845-1474","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Brawn","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/brawn-3723.php","Transformers Studio Series Brawn","Transformers Studio Series Brawn 
Brawn features the classic conversion between robot and Cybertronian off-road vehicle modes in 18 steps. Perfect for fans looking for a more advanced converting figure.","/transformers/images/thumbs/brawn-3723.jpg","C$35.38"
"1700701847-1475","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Sideswipe (Revenge of the Fallen)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/sideswipe-revenge-of-the-fallen-3527.php","Transformers Studio Series Sideswipe (Revenge of the Fallen)","Transformers Studio Series Sideswipe (Revenge of the Fallen) 
Transformers Studio Series Sideswipe SS-78.","/transformers/images/thumbs/sideswipe-revenge-of-the-fallen-3527.jpg","C$21.61"
"1700701850-1476","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Jolt","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/jolt-3525.php","Transformers Studio Series Jolt","Transformers Studio Series Jolt 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, Jolt uses his electro whips to link Optimus Prime with jet parts from Jetfire, and the Autobot leader takes to the skies as Jetpower Optimus Prime! 


This Studio Series 75 Deluxe Class Transformers: Revenge of the Fallen-inspired Jolt figure converts from robot to licensed Chevrolet Volt mode in 23 steps. Remove backdrop to showcase Jolt in the Pyramid Desert Battle scene.","/transformers/images/thumbs/jolt-3525.jpg","C$32.23"
"1700701852-1477","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (Sam Witwicky)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-sam-witwicky-3524.php","Transformers Studio Series Bumblebee (Sam Witwicky)","Transformers Studio Series Bumblebee (Sam Witwicky) 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, Bumblebee takes on both Constructicon Rampage and Ravage to protect Sam Witwicky.



This Studio Series 74 Deluxe Class Bumblebee features vivid, movie-inspired deco and includes a blaster accessory and non-converting Sam Witwicky figure. Bumblebee figure converts from robot to licensed Chevrolet Camaro mode in 39 steps. Remove backdrop to showcase Bumblebee and Sam Witwicky figures in the Pyramid Desert Battle scene.","/transformers/images/thumbs/bumblebee-sam-witwicky-3524.jpg","C$32.79"
"1700701854-1478","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Dino","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/dino-3523.php","Transformers Studio Series Dino","Transformers Studio Series Dino 
In the High Speed Chase scene from Transformers: Dark of the Moon, the Dreads pursue the Autobots on the highway in an effort to take Sentinel Prime. Autobot Dino latches his blades onto Hatchet, steering him into the Autobot blaster-fire, and launches him into oncoming traffic.","/transformers/images/thumbs/dino-3523.jpg","C$47.26"
"1700701856-1479","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","B-127","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/b-127-3522.php","Transformers Studio Series B-127","Transformers Studio Series B-127 
In the Cybertron Falls scene from Transformers: Bumblebee, the Autobots must fall back and escape from the planet as the Decepticons take Cybertron. Optimus Prime assigns Autobot scout B-127 an important mission: to establish a base on a well-hidden planet called Earth. 


This Studio Series 70 Deluxe Class Transformers: Dark of the Moon-inspired B-127 figure converts from robot to Cybertronian vehicle mode in 20 steps. Remove backdrop to showcase B-127 in the Cybertron Falls scene.","/transformers/images/thumbs/b-127-3522.jpg","C$40.83"
"1700701858-1480","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","N.E.S.T. Bumblebee","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/n-e-s-t-bumblebee-3605.php","Transformers Studio Series N.E.S.T. Bumblebee","Transformers Studio Series N.E.S.T. Bumblebee 
This Studio Series 77 Deluxe Class Transformers: Bumblebee-inspired N.E.S.T. Bumblebee figure converts from robot to licensed Jeep mode in 26 steps. Remove backdrop to showcase N.E.S.T. Bumblebee in the Canyon Attack scene. Re-imagined as a N.E.S.T. Jeep, Bumblebee and the Autobots team up with N.E.S.T. to protect the Allspark from the Decepticons. Pose the figure out with the included blaster accessory and mini figure to create a movie universe-inspired scene!","/transformers/images/thumbs/n-e-s-t-bumblebee-3605.jpg","C$31.72"
"1700701861-1481","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Leadfoot","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/leadfoot-3604.php","Transformers Studio Series Leadfoot","Transformers Studio Series Leadfoot 
In the Battle of Chicago scene from Transformers: Dark of the Moon, Leadfoot and the Wreckers turn the Decepticons into scrap.



This Studio Series 68 Deluxe Class Leadfoot figure features vivid, movie-inspired deco and converts from robot to licensed NASCAR racecar mode in 18 steps. Remove backdrop to showcase Leadfoot in the Battle of Chicago scene. Includes 5 detailed weapon accessories and Steeljaw figure.","/transformers/images/thumbs/leadfoot-3604.jpg","null"
"1700701863-1482","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Cliffjumper","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/cliffjumper-3518.php","Transformers Studio Series Cliffjumper","Transformers Studio Series Cliffjumper 
The battle on CYBERTRON rages in the Cybertron Falls scene from Transformers: Bumblebee where Cliffjumper and his fellow Autobots are overwhelmed by the Decepticon assault. 


This Studio Series 64 Deluxe Class Cliffjumper figure features vivid, movie-inspired deco and converts from robot to car mode in 20 steps. Remove backdrop to showcase Cliffjumper in the Cybertron Falls scene.","/transformers/images/thumbs/cliffjumper-3518.jpg","C$84.40"
"1700701865-1483","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Topspin","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/topspin-3517.php","Transformers Studio Series Topspin","Transformers Studio Series Topspin 
n the Battle of Chicago scene from Transformers: Dark of the Moon, Topspin and the Wreckers turn the Decepticons into scrap. 


This Studio Series 63 Deluxe Class Topspin figure features vivid, movie-inspired deco and converts from robot to racecar mode in 15 steps. Remove backdrop to showcase Topspin in the Battle of Chicago scene. Includes 4 detailed weapon accessories.","/transformers/images/thumbs/topspin-3517.jpg","C$75.35"
"1700701867-1484","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Soundwave (Revenge of the Fallen)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/soundwave-revenge-of-the-fallen-3516.php","Transformers Studio Series Soundwave (Revenge of the Fallen)","Transformers Studio Series Soundwave (Revenge of the Fallen) 
In the Orbital Espionage scene from Transformers: Revenge of the Fallen, Soundwave latches onto an orbiting satellite in his own satellite mode to listen in on communications about the location of a shard of the Allspark. 


This Studio Series 62 Deluxe Class Soundwave figure features vivid, movie-inspired deco and converts from robot to satellite mode in 10 steps.","/transformers/images/thumbs/soundwave-revenge-of-the-fallen-3516.jpg","C$41.53"
"1700701869-1485","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Shatter (SS 59)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/shatter-ss-59-3515.php","Transformers Studio Series Shatter (SS 59)","Transformers Studio Series Shatter (SS 59) 
In the Sector 7 Deception scene from Transformers: Bumblebee, Shatter uses the powerful satellites of Sector 7 to hunt down Bumblebee. 


This Studio Series 59 Deluxe Class Shatter figure features vivid, movie-inspired deco and converts from robot to jet mode in 27 steps. Remove backdrop to showcase Shatter in the Sector 7 Deception scene","/transformers/images/thumbs/shatter-ss-59-3515.jpg","C$136.96"
"1700701872-1486","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Roadbuster","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/roadbuster-3514.php","Transformers Studio Series Roadbuster","Transformers Studio Series Roadbuster 
In the Battle of Chicago scene from Transformers: Dark of the Moon, Roadbuster and the Wreckers turn Decepticons into scrap. 


This Studio Series 58 Deluxe Class Roadbuster figure features vivid, movie-inspired deco and converts from robot to Chevy Impala mode in 23 steps. Remove backdrop to showcase Roadbuster in the Battle of Chicago scene.","/transformers/images/thumbs/roadbuster-3514.jpg","C$121.01"
"1700701874-1487","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (Offroad)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-offroad-3513.php","Transformers Studio Series Bumblebee (Offroad)","Transformers Studio Series Bumblebee (Offroad) 
In the Canyon Attack scene from Transformers: Bumblebee, Bumblebee goes toe-to-toe with Blitzwing in a canyon-shaking battle. 


This Studio Series 57 Deluxe Class Offroad Bumblebee figure features vivid, movie-inspired deco and converts from robot to Jeep mode in 26 steps. Remove backdrop to showcase Offroad Bumblebee in the Canyon Attack scene. Includes a detailed weapon accessory.","/transformers/images/thumbs/bumblebee-offroad-3513.jpg","C$96.33"
"1700701876-1488","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Arcee Chromia Elita-1 3 Pack","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/arcee-chromia-elita-1-3-pack-3512.php","Transformers Studio Series Arcee Chromia Elita-1 3 Pack","Transformers Studio Series Arcee Chromia Elita-1 3 Pack 
In the Shanghai Pursuit scene from Transformers: Revenge of the Fallen, Arcee, Chromia, and Elita-1 are in hot pursuit of Decepticons.



These Studio Series 52 Deluxe Class Arcee, Chromia, and Elita-1 figures features vivid, movie-inspired deco and convert from robot to motorcycle mode in 15, 12, and 16 steps. Remove backdrop to showcase figures in the Shanghai Pursuit scene. Includes 3 stands and 3 detailed accessories. For kids age 8 and up!","/transformers/images/thumbs/arcee-chromia-elita-1-3-pack-3512.jpg","C$56.76"
"1700701878-1489","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Soundwave (Dark of the Moon)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/soundwave-dark-of-the-moon-3511.php","Transformers Studio Series Soundwave (Dark of the Moon)","Transformers Studio Series Soundwave (Dark of the Moon) 
Reach past the big screen and build the ultimate Transformers collection with Studio Series figures, inspired by iconic movie scenes and designed with specs and details to reflect the Transformers movie universe.



This Studio Series 51 Deluxe Class Soundwave figure is inspired by the Serengeti Hideout scene from Transformers: Dark of the Moon.","/transformers/images/thumbs/soundwave-dark-of-the-moon-3511.jpg","C$97.69"
"1700701880-1490","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Hot Rod (WWII)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/hot-rod-wwii-3510.php","Transformers Studio Series Hot Rod (WWII)","Transformers Studio Series Hot Rod (WWII) 
In the WWII Flashback scene from Transformers: The Last Knight, Hot Rod and Bumblebee are part of an elite special forces group launching a surprise attack on an enemy stronghold. The two Autobots use their massive blasters to provide serious firepower support to their human allies, helping them secure a swift and decisive victory.



The figure converts between robot and tank modes in 24 steps and comes with a detailed weapon accessory.","/transformers/images/thumbs/hot-rod-wwii-3510.jpg","C$35.53"
"1700701883-1491","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (2008 Camaro)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-2008-camaro-3509.php","Transformers Studio Series Bumblebee (2008 Camaro)","Transformers Studio Series Bumblebee (2008 Camaro) 
Reach past the big screen and build the ultimate Transformers collection with Studio Series figures, inspired by iconic movie scenes and designed with specs and details to reflect the Transformers movie universe.



This Studio Series 49 Deluxe Class Bumblebee figure is inspired by the City Tunnel Switch scene from Transformers: Movie 1.","/transformers/images/thumbs/bumblebee-2008-camaro-3509.jpg","C$43.05"
"1700701885-1492","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Hightower","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/hightower-3508.php","Transformers Studio Series Hightower","Transformers Studio Series Hightower 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, the Constructicon Hightower combines with 7 of his Constructicon comrades to form the brutal Devastator combiner.



This Studio Series 47 Deluxe Class Transformers: Revenge of the Fallen Constructicon Hightower figure converts from robot to vehicle mode in 19 steps. Remove backdrop to showcase Constructicon Hightower in the Pyramid Desert Battle scene. Figure features vivid, movie-inspired deco and detailed accessories.","/transformers/images/thumbs/hightower-3508.jpg","C$125.16"
"1700701887-1493","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Dropkick (AMC Javelin)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/dropkick-amc-javelin-3507.php","Transformers Studio Series Dropkick (AMC Javelin)","Transformers Studio Series Dropkick (AMC Javelin) 
Arriving on Earth in 1987, Dropkick disguises himself as an AMC Javelin and begins his search for Autobot criminals.



This Studio Series 46 Deluxe Class Transformers: Bumblebee Dropkick figure converts from robot to car mode in 26 steps. Remove backdrop to showcase Dropkick in the Decepticon Arrival scene. Figure features vivid, movie-inspired deco and detailed accessory.","/transformers/images/thumbs/dropkick-amc-javelin-3507.jpg","C$119.90"
"1700701889-1494","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Drift (Age Of Extinction)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/drift-age-of-extinction-3506.php","Transformers Studio Series Drift (Age Of Extinction)","Transformers Studio Series Drift (Age Of Extinction) 
At the sight of Optimus Prime, Autobot drift dives gracefully off a cliff, converting midair into his helicopter mode to meet him.



This Studio series 45 deluxe class Transformers: Age Of Extinction Autobot drift figure converts from robot to car mode in 26 steps. Remove backdrop to showcase figure in the Autobus reunion scene. Figure features vivid, movie-inspired Deco and detailed accessory.","/transformers/images/thumbs/drift-age-of-extinction-3506.jpg","C$105.50"
